titles,code
Fast and Accurate: Improving a Simple Beat Tracker with a Selectively-Applied Deep Beat Identification.,False
FMA: A Dataset for Music Analysis.,True
MidiNet: A Convolutional Generative Adversarial Network for Symbolic-Domain Music Generation.,True
Modeling Harmony with Skip-Grams.,False
NMED-T: A Tempo-Focused Dataset of Cortical and Behavioral Responses to Naturalistic Music.,False
Performance Error Detection and Post-Processing for Fast and Accurate Symbolic Music Alignment.,False
Piece Identification in Classical Piano Music Without Reference Scores.,False
"PiPo, a Plugin Interface for Afferent Data Stream Processing Operators.",True
Ranking-Based Emotion Recognition for Experimental Music.,False
Scale- and Rhythm-Aware Musical Note Estimation for Vocal F0 Trajectories Based on a Semi-Tatum-Synchronous Hierarchical Hidden Semi-Markov Model.,False
Score-Informed Syllable Segmentation for A Cappella Singing Voice with Convolutional Neural Networks.,True
Towards Automatic Mispronunciation Detection in Singing.,False
Understanding the Expressive Functions of Jingju Metrical Patterns Through Lyrics Text Mining.,True
A Metric for Music Notation Transcription Accuracy.,True
A Multiobjective Music Recommendation Approach for Aspect-Based Diversification.,True
A Study on LSTM Networks for Polyphonic Music Sequence Modelling.,False
Audio to Score Matching by Combining Phonetic and Duration Information.,False
Automatic Interpretation of Music Structure Analyses: A Validated Technique for Post-Hoc Estimation of the Rationale for an Annotation.,True
Automatic Playlist Sequencing and Transitions.,False
Automatic Stylistic Composition of Bach Chorales with Deep LSTM.,True
Clustering Expressive Timing with Regressed Polynomial Coefficients Demonstrated by a Model Selection Test.,False
Discourse Analysis of Lyric and Lyric-Based Classification of Music.,False
End-to-End Optical Music Recognition Using Neural Networks.,False
Exploiting Playlists for Representation of Songs and Words for Text-Based Music Retrieval.,False
Freesound Datasets: A Platform for the Creation of Open Audio Datasets.,False
From Bach to the Beatles: The Simulation of Human Tonal Expectation Using Ecologically-Trained Predictive Models.,False
Function- and Rhythm-Aware Melody Harmonization Based on Tree-Structured Parsing and Split-Merge Sampling of Chord Sequences.,False
High-Level Music Descriptor Extraction Algorithm Based on Combination of Multi-Channel CNNs and LSTM.,False
Identifying Raga Similarity Through Embeddings Learned from Compositions' Notation.,False
Improving Note Segmentation in Automatic Piano Music Transcription Systems with a Two-State Pitch-Wise HMM Method.,True
Large Vocabulary Automatic Chord Estimation with an Even Chance Training Scheme.,True
Local Interpretable Model-Agnostic Explanations for Music Content Analysis.,False
Lyric Jumper: A Lyrics-Based Music Exploratory Web Service by Modeling Lyrics Generative Process.,False
Multi-Pitch Detection and Voice Assignment for A Cappella Recordings of Multiple Singers.,False
Onset Detection in Composition Items of Carnatic Music.,False
Song2Guitar: A Difficulty-Aware Arrangement System for Generating Guitar Solo Covers from Polyphonic Audio of Popular Music.,False
The SEILS Dataset: Symbolically Encoded Scores in Modern-Early Notation for Computational Musicology.,False
"""I'm at #Osheaga!"": Listening to the Backchannel of a Music Festival on Twitter.",False
A Database Linking Piano and Orchestral MIDI Scores with Application to Automatic Projective Orchestration.,True
Analysis of Interactive Intonation in Unaccompanied SATB Ensembles.,True
Automatic Drum Transcription for Polyphonic Recordings Using Soft Attention Mechanisms and Convolutional Neural Networks.,True
Automatic Drum Transcription Using the Student-Teacher Learning Paradigm with Unlabeled Music Data.,True
Chord Generation from Symbolic Melody Using BLSTM Networks.,False
Cover Song Identification with Metric Learning Using Distance as a Feature.,False
Examining Musical Meaning in Similarity Thresholds.,False
Exploring Tonal-Dramatic Relationships in Richard Wagner's Ring Cycle.,False
Feature Discovery for Sequential Prediction of Monophonic Music.,False
Generating Nontrivial Melodies for Music as a Service.,False
Geographical Origin Prediction of Folk Music Recordings from the United Kingdom.,False
In Search of the Consensus Among Musical Pattern Discovery Algorithms.,True
Informed Automatic Meter Analysis of Music Recordings.,False
Intelligibility of Sung Lyrics: A Pilot Study.,False
Lyrics-Based Music Genre Classification Using a Hierarchical Attention Network.,True
Metrical-Accent Aware Vocal Onset Detection in Polyphonic Audio.,True
Mining Labeled Data from Web-Scale Collections for Vocal Activity Detection in Music.,False
Multi-Part Pattern Analysis: Combining Structure Analysis and Source Separation to Discover Intra-Part Repeated Sequences.,False
"One-Step Detection of Background, Staff Lines, and Symbols in Medieval Music Manuscripts with Convolutional Neural Networks.",False
Optical Music Recognition with Convolutional Sequence-to-Sequence Models.,False
Re-Visiting the Music Segmentation Problem with Crowdsourcing.,True
Singing Voice Separation with Deep U-Net Convolutional Networks.,False
Sketching Sonata Form Structure in Selected Classical String Quartets.,False
Image Quality Estimation for Multi-Score OMR.,False
Comparative Music Similarity Modelling Using Transfer Learning Across User Groups.,False
Modeling Genre with the Music Genome Project: Comparing Human-Labeled Attributes and Audio Features.,False
Cover Song Identification with Timbral Shape Sequences.,False
On the Impact of Key Detection Performance for Identifying Classical Music Styles.,False
Chord Detection Using Deep Learning.,False
Temporal Music Context Identification with User Listening Data.,False
Improving Music Recommendations with a Weighted Factorization of the Tagging Activity.,False
An Efficient State-Space Model for Joint Tempo and Meter Tracking.,False
Automatic Handwritten Mensural Notation Interpreter: From Manuscript to MIDI Performance.,False
Infinite Superimposed Discrete All-Pole Modeling for Multipitch Analysis of Wavelet Spectrograms.,False
Melodic Similarity in Traditional French-Canadian Instrumental Dance Tunes.,1.0
A Semantic-Based Approach for Artist Similarity.,False
Predicting Pairwise Pitch Contour Relations Based on Linguistic Tone Information in Beijing Opera Singing.,False
Song2Quartet: A System for Generating String Quartet Cover Songs from Polyphonic Audio of Popular Music.,False
Exploring Data Augmentation for Improved Singing Voice Detection with Neural Networks.,False
Audio Chord Recognition with a Hybrid Recurrent Neural Network.,False
Design and Evaluation of a Probabilistic Music Projection Interface.,False
Conceptual Blending in Music Cadences: A Formal Model and Subjective Evaluation.,False
Harmonic-Percussive Source Separation Using Harmonicity and Sparsity Constraints.,False
A Hierarchical Bayesian Framework for Score-Informed Source Separation of Piano Music Signals.,False
Automatic Tune Family Identification by Musical Sequence Alignment.,False
Evaluation of Album Effect for Feature Selection in Music Genre Recognition.,False
Music Pattern Discovery with Variable Markov Oracle: A Unified Approach to Symbolic and Audio Representations.,1.0
Automatic Solfège Assessment.,False
Evaluating Conflict Management Mechanisms for Online Social Jukeboxes.,False
Particle Filters for Efficient Meter Tracking with Dynamic Bayesian Networks.,False
Analysis of the Evolution of Research Groups and Topics in the ISMIR Conference.,False
A Toolkit for Live Annotation of Opera Performance: Experiences Capturing Wagner's Ring Cycle.,False
Selective Acquisition Techniques for Enculturation-Based Melodic Phrase Segmentation.,1.0
Corpus Analysis Tools for Computational Hook Discovery.,1.0
Large-Scale Content-Based Matching of MIDI and Audio Files.,False
Improving Genre Annotations for the Million Song Dataset.,False
A Software Framework for Musical Data Augmentation.,1.0
Drum Transcription Using Partially Fixed Non-Negative Matrix Factorization with Template Adaptation.,1.0
Beat and Downbeat Tracking Based on Rhythmic Patterns Applied to the Uruguayan Candombe Drumming.,1.0
Automated Estimation of Ride Cymbal Swing Ratios in Jazz Recordings.,False
Musical Offset Detection of Pitched Instruments: The Case of Violin.,False
Specter: Combining Music Information Retrieval with Sound Spatialization.,False
Content-Aware Collaborative Music Recommendation Using Pre-trained Neural Networks.,1.0
Comparative Analysis of Orchestral Performance Recordings: An Image-Based Approach.,False
Monaural Blind Source Separation in the Context of Vocal Detection.,False
Detection of Common Mistakes in Novice Violin Playing.,False
Probabilistic Modular Bass Voice Leading in Melodic Harmonisation.,False
An Iterative Multi Range Non-Negative Matrix Factorization Algorithm for Polyphonic Music Transcription.,False
"Training Phoneme Models for Singing with ""Songified"" Speech Data.",False
Graph-Based Rhythm Interpretation.,False
Let it Bee - Towards NMF-Inspired Audio Mosaicing.,False
Real-Time Music Tracking Using Multiple Performances as a Reference.,False
Two Data Sets for Tempo Estimation and Key Detection in Electronic Dance Music Annotated from User Corrections.,False
Towards Support for Understanding Classical Music: Alignment of Content Descriptions on the Web.,False
FlaBase: Towards the Creation of a Flamenco Music Knowledge Base.,False
Discovery of Syllabic Percussion Patterns in Tabla Solo Recordings.,False
Autoregressive Hidden Semi-Markov Model of Symbolic Music Performance for Score Following.,False
Automatic Mashup Creation by Considering both Vertical and Horizontal Mashabilities.,False
Hierarchical Evaluation of Segment Boundary Detection.,False
Improving MIDI Guitar's Accuracy with NMF and Neural Net.,False
Analysis of Intonation Trajectories in Solo Singing.,False
Evaluating the General Chord Type Representation in Tonal Music and Organising GCT Chord Labels in Functional Chord Categories.,False
Beat Histogram Features from NMF-Based Novelty Functions for Music Classification.,False
Music Shapelets for Fast Cover Song Recognition.,False
Improving Score-Informed Source Separation for Classical Music through Note Refinement.,False
In Their Own Words: Using Text Analysis to Identify Musicologists' Attitudes towards Technology.,False
Combining Features for Cover Song Identification.,1.0
Score Following for Piano Performances with Sustain-Pedal Effects.,False
Understanding Users of Commercial Music Services through Personas: Design Implications.,False
Corpus-Based Rhythmic Pattern Analysis of Ragtime Syncopation.,False
Comparing Voice and Stream Segmentation Algorithms.,False
Melody Extraction by Contour Classification.,1.0
Comparison of the Singing Style of Two Jingju Schools.,1.0
Improving Optical Music Recognition by Combining Outputs from Multiple Sources.,1.0
Relating Natural Language Text to Musical Passages.,False
Music Boundary Detection Using Neural Networks on Combined Features and Two-Level Annotations.,False
Neuroimaging Methods for Music Information Retrieval: Current Findings and Future Prospects.,False
Improving Visualization of High-Dimensional Music Similarity Spaces.,False
I-Vectors for Timbre-Based Music Similarity and Music Artist Classification.,False
Correlating Extracted and Ground-Truth Harmonic Data in Music Retrieval Tasks.,False
Classical Music on the Web - User Interfaces and Data Representations.,False
A Statistical View on the Expressive Timing of Piano Rolled Chords.,False
Hybrid Long- and Short-Term Models of Folk Melodies.,False
Efficient Melodic Query Based Audio Search for Hindustani Vocal Compositions.,False
Modified Perceptual Linear Prediction Liftered Cepstrum (MPLPLC) Model for Pop Cover Song Recognition.,False
Raga Verification in Carnatic Music Using Longest Common Segment Set.,False
Instrument Identification in Optical Music Recognition.,False
Cross-Version Singing Voice Detection in Classical Opera Recordings.,False
Accurate Tempo Estimation Based on Recurrent Neural Networks and Resonating Comb Filters.,False
Musicology of Early Music with Europeana Tools and Services.,False
Singing Voice Separation from Monaural Music Based on Kernel Back-Fitting Using Beta-Order Spectral Amplitude Estimation.,False
Schematizing the Treatment of Dissonance in 16th-Century Counterpoint.,False
Predictive Power of Personality on Music-Genre Exclusivity.,False
A Comparison of Symbolic Similarity Measures for Finding Occurrences of Melodic Segments.,1.0
PAD and SAD: Two Awareness-Weighted Rhythmic Similarity Distances.,False
Four Timely Insights on Automatic Chord Estimation.,1.0
Improving Melodic Similarity in Indian Art Music Using Culture-Specific Melodic Characteristics.,False
Searching Lyrical Phrases in A-Capella Turkish Makam Recordings.,1.0
Quantifying Lexical Novelty in Song Lyrics.,False
An Efficient Temporally-Constrained Probabilistic Model for Multiple-Instrument Music Transcription.,False
Electric Guitar Playing Technique Detection in Real-World Recording Based on F0 Sequence Pattern Recognition.,False
Extending a Model of Monophonic Hierarchical Music Analysis to Homophony.,False
The MIR Perspective on the Evolution of Dynamics in Mainstream Music.,False
Theme And Variation Encodings with Roman Numerals (TAVERN): A New Data Set for Symbolic Music Analysis.,False
Benford's Law for Music Analysis.,False
An Audio to Score Alignment Framework Using Spectral Factorization and Dynamic Time Warping.,False
New Sonorities for Early Jazz Recordings Using Sound Source Separation and Automatic Mixing Tools.,False
Automatic Transcription of Ornamented Irish Traditional Flute Music Using Hidden Markov Models.,False
Towards Music Imagery Information Retrieval: Introducing the OpenMIIR Dataset of EEG Recordings from Music Perception and Imagination.,1.0
Emotion Based Segmentation of Musical Audio.,False
MIREX Grand Challenge 2014 User Experience: Qualitative Analysis of User Feedback.,False
AcousticBrainz: A Community Platform for Gathering Music Information Obtained from Audio.,1.0
How Music Alters Decision Making - Impact of Music Stimuli on Emotional Classification.,False
Put the Concert Attendee in the Spotlight. A User-Centered Design and Development Approach for Classical Concert Applications.,False
Analysis of Expressive Musical Terms in Violin Using Score-Informed and Expression-Based Audio Features.,False
Spectral Learning for Expressive Interactive Ensemble Music Performance.,False
Score-Informed Analysis of Intonation and Pitch Modulation in Jazz Solos.,False
SiMPle: Assessing Music Similarity Using Subsequences Joins.,1.0
Score-Informed Identification of Missing and Extra Notes in Piano Recordings.,False
Feature Learning for Chord Recognition: The Deep Chroma Extractor.,1.0
Learning to Pinpoint Singing Voice from Weakly Labeled Examples.,False
A Corpus of Annotated Irish Traditional Dance Music Recordings: Design and Benchmark Evaluations.,1.0
Adaptive Frequency Neural Networks for Dynamic Pulse and Metre Perception.,False
An Evaluation Framework and Case Study for Rhythmic Concatenative Synthesis.,False
An Ontology for Audio Features.,False
Analysis and Classification of Phonation Modes In Singing.,False
Analysis of Vocal Imitations of Pitch Trajectories.,False
"Automatic Music Recommendation Systems: Do Demographic, Profiling, and Contextual Features Improve Their Performance?.",False
Automatic Outlier Detection in Music Genre Datasets.,False
AVA: An Interactive System for Visual and Quantitative Analyses of Vibrato and Portamento Performance Styles.,1.0
Composer Recognition Based on 2D-Filtered Piano-Rolls.,False
Conversations with Expert Users in Music Retrieval and Research Challenges for Creative MIR.,False
Downbeat Tracking Using Beat Synchronous Features with Recurrent Neural Networks.,1.0
Enhancing Cover Song Identification with Hierarchical Rank Aggregation.,1.0
Ensemble: A Hybrid Human-Machine System for Generating Melody Scores from Audio.,False
Exploring Customer Reviews for Music Genre Classification and Evolutionary Studies.,False
Further Steps Towards a Standard Testbed for Optical Music Recognition.,1.0
Improving Voice Separation by Better Connecting Contigs.,False
Integer Programming Formulation of the Problem of Generating Milton Babbitt's All-Partition Arrays.,False
Integration and Quality Assessment of Heterogeneous Chord Sequences Using Data Fusion.,False
Landmark-Based Audio Fingerprinting for DJ Mix Monitoring.,False
Learning and Visualizing Music Specifications Using Pattern Graphs.,1.0
Listen To Me - Don't Listen To Me: What Communities of Critics Tell Us About Music.,False
Long-Term Reverberation Modeling for Under-Determined Audio Source Separation with Application to Vocal Melody Extraction.,False
Nonnegative Tensor Factorization with Frequency Modulation Cues for Blind Audio Source Separation.,False
On Drum Playing Technique Detection in Polyphonic Mixtures.,False
Predicting Missing Music Components with Bidirectional Long Short-Term Memory Neural Networks.,False
Structural Segmentation and Visualization of Sitar and Sarod Concert Audio.,False
Template-Based Vibrato Analysis in Complex Music Signals.,False
Towards Evaluating Multiple Predominant Melody Annotations in Jazz Recordings.,False
Joint Beat and Downbeat Tracking with Recurrent Neural Networks.,False
Bayesian Meter Tracking on Learned Signal Representations.,False
Tempo Estimation for Music Loops and a Simple Confidence Measure.,1.0
Brain Beats: Tempo Extraction from EEG Data.,1.0
A Plan for Sustainable MIR Evaluation.,False
Go with the Flow: When Listeners Use Music as Technology.,False
A Look at the Cloud from Both Sides Now: An Analysis of Cloud Music Service Usage.,False
"A Hierarchical Bayesian Model of Chords, Pitches, and Spectrograms for Multipitch Analysis.",False
A Higher-Dimensional Expansion of Affective Norms for English Terms for Music Tagging.,False
"A Latent Representation of Users, Sessions, and Songs for Listening Behavior Analysis.",False
A Methodology for Quality Assessment in Collaborative Score Libraries.,False
Aligned Hierarchies: A Multi-Scale Structure-Based Representation for Music-Based Data Streams.,1.0
Analysing Scattering-Based Music Content Analysis Systems: Where's the Music?.,1.0
Beat Tracking with a Cepstroid Invariant Neural Network.,False
Bootstrapping a System for Phoneme Recognition and Keyword Spotting in Unaccompanied Singing.,False
Can Microblogs Predict Music Charts? An Analysis of the Relationship Between #Nowplaying Tweets and Music Charts.,False
Cross Task Study on MIREX Recent Results: An Index for Evolution Measurement and Some Stagnation Hypotheses.,False
Cross-Collection Evaluation for Music Classification Tasks.,False
Downbeat Detection with Conditional Random Fields and Deep Learned Features.,False
"Exploiting Frequency, Periodicity and Harmonicity Using Advanced Time-Frequency Concentration Techniques for Multipitch Estimation of Choir and Symphony.",False
Genre Ontology Learning: Comparing Curated with Crowd-Sourced Ontologies.,False
Genre Specific Dictionaries for Harmonic/Percussive Source Separation.,False
Good-sounds.org: A Framework to Explore Goodness in Instrumental Sounds.,False
Improving Predictions of Derived Viewpoints in Multiple Viewpoints Systems.,False
Known Artist Live Song ID: A Hashprint Approach.,False
Learning Temporal Features Using a Deep Neural Network and its Application to Music Genre Classification.,False
Meter Detection in Symbolic Music Using Inner Metric Analysis.,False
Minimax Viterbi Algorithm for HMM-Based Guitar Fingering Decision.,False
Mixtape: Direction-Based Navigation in Large Media Collections.,False
Musical Note Estimation for F0 Trajectories of Singing Voices Based on a Bayesian Semi-Beat-Synchronous HMM.,False
On the Evaluation of Rhythmic and Melodic Descriptors for Music Similarity.,False
On the Potential of Simple Framewise Approaches to Piano Transcription.,False
Phrase-Level Audio Segmentation of Jazz Improvisations Informed by Symbolic Data.,False
Revisiting Priorities: Improving MIR Evaluation Practices.,False
Simultaneous Separation and Segmentation in Layered Music.,False
Towards Modeling and Decomposing Loop-Based Electronic Music.,False
Two (Note) Heads Are Better Than One: Pen-Based Multimodal Interaction with Music Scores.,1.0
Analyzing Measure Annotations for Western Classical Music Recordings.,False
Instrumental Idiom in the 16th Century: Embellishment Patterns in Arrangements of Vocal Music.,False
The Sousta Corpus: Beat-Informed Automatic Transcription of Traditional Dance Tunes.,False
Learning a Feature Space for Similarity in World Music.,False
Systematic Exploration of Computational Music Structure Research.,1.0
Using Priors to Improve Estimates of Music Structure.,False
Music Structural Segmentation Across Genres with Gammatone Features.,False
A Comparison of Melody Extraction Methods Based on Source-Filter Modelling.,1.0
An Analysis of Agreement in Classical Music Perception and its Relationship to Listener Characteristics.,False
An Attack/Decay Model for Piano Transcription.,False
Automatic Drum Transcription Using Bi-Directional Recurrent Neural Networks.,False
"Automatic Practice Logging: Introduction, Dataset & Preliminary Study.",False
Data-Driven Exploration of Melodic Structure in Hindustani Music.,False
Deep Convolutional Networks on the Pitch Spiral For Music Instrument Recognition.,1.0
DTV-Based Melody Cutting for DTW-Based Melody Search and Indexing in QbH Systems.,False
Elucidating User Behavior in Music Services Through Persona and Gender.,False
Exploring the Latent Structure of Collaborations in Music Recordings: A Case Study in Jazz.,False
Global Properties of Expert and Algorithmic Hierarchical Music Analyses.,1.0
Human-Interactive Optical Music Recognition.,False
I Said it First: Topological Analysis of Lyrical Influence Networks.,False
Impact of Music on Decision Making in Quantitative Tasks.,False
Interactive Scores in Classical Music Production.,False
Jazz Ensemble Expressive Performance Modeling.,False
Mining Musical Traits of Social Functions in Native American Music.,False
Mining Online Music Listening Trajectories.,False
Musical Typicality: How Many Similar Songs Exist?.,False
MusicDB: A Platform for Longitudinal Music Analytics.,False
Noise Robust Music Artist Recognition Using I-Vector Features.,False
On the Use of Note Onsets for Improved Lyrics-To-Audio Alignment in Turkish Makam Music.,1.0
Querying XML Score Databases: XQuery is not Enough!.,False
Recurrent Neural Networks for Drum Transcription.,False
Singing Voice Melody Transcription Using Deep Neural Networks.,False
Sparse Coding Based Music Genre Classification Using Spectro-Temporal Modulations.,False
Time-Delayed Melody Surfaces for R��ga Recognition.,False
Transcribing Human Piano Performances into Music Notation.,False
WiMIR: An Informetric Study On Women Authors In ISMIR.,False
Automatic Melodic Reduction Using a Supervised Probabilistic Context-Free Grammar.,1.0
A Neural Greedy Model for Voice Separation in Symbolic Music.,False
Towards Score Following In Sheet Music Images.,False
Extracting Ground-Truth Information from MIDI Files: A MIDIfesto.,1.0
Automatic Tagging Using Deep Convolutional Neural Networks.,False
A Hybrid Gaussian-HMM-Deep Learning Approach for Automatic Chord Estimation with Very Large Vocabulary.,1.0
Melody Extraction on Vocal Segments Using Multi-Column Deep Neural Networks.,False
Multiscale Approaches To Music Audio Feature Learning.,False
Transfer Learning In Mir: Sharing Learned Latent Representations For Music Audio Classification And Similarity.,False
A Distributed Model For Multiple-Viewpoint Melodic Prediction.,False
Learning Rhythm And Melody Features With Deep Belief Networks.,False
A Comparative Study Of Indian And Western Music Forms.,False
Swara Histogram Based Structural Analysis And Identification Of Indian Classical Ragas.,False
Combining Modeling Of Singing Voice And Background Music For Automatic Separation Of Musical Mixtures.,False
On Finding Symbolic Themes Directly From Audio Files Using Dynamic Programming.,False
"Towards Light-Weight, Real-Time-Capable Singing Voice Detection.",False
The Use Of Melodic Scales In Bollywood Music: An Empirical Study.,False
Bilevel Sparse Models for Polyphonic Music Transcription.,False
JProductionCritic: An Educational Tool for Detecting Technical Errors in Audio Mixes.,False
Combining Timbric and Rhythmic Features for Semantic Music Tagging.,False
The Audio Degradation Toolbox and Its Application to Robustness Evaluation.,YES
Do Online Social Tags Predict Perceived or Induced Emotional Responses to Music?,False
A Video Compression-Based Approach to Measure Music Structural Similarity.,False
Dunya: A System to Browse Audio Music Collections Exploiting Cultural Context.,False
An Analysis of Chorus Features in Popular Song.,False
Visual Humdrum-Library for PWGL.,YES
Source Separation of Polyphonic Music with Interactive User-Feedback on a Piano Roll Display.,False
Optical Measure Recognition in Common Music Notation.,YES
Musicbrainz for The World: The Chilean Experience.,YES
Influences of ISMIR and MIREX Research on Technology Patents.,False
Toward Understanding Expressive Percussion Through Content Based Analysis.,False
Data Driven and Discriminative Projections for Large-Scale Cover Song Identification.,YES
"Simultaneous Unsupervised Learning of Flamenco Metrical Structure, Hypermetrical Structure, and Multipart Structural Relations.",False
A Corpus-Based Study on Ragtime Syncopation.,False
A Computational Comparison of Theory And Practice of Scale Intonation in Byzantine Chant.,False
Score Informed Tonic Identification for Makam Music of Turkey.,False
Placing Music Artists and Songs in Time Using Editorial Metadata and Web Mining Techniques.,YES
The Million Musical Tweet Dataset - What We Can Learn From Microblogs.,False
Verifying Music Tag Annotation Via Association Analysis.,False
The Role of Audio and Tags in Music Mood Prediction: A Study Using Semantic Layer Projection.,False
Converting Path Structures Into Block Structures Using Eigenvalue Decompositions of Self-Similarity Matrices.,False
The Audio Effects Ontology.,False
Exploration of Music Emotion Recognition Based on MIDI.,False
Rhythmic Pattern Modeling for Beat and Downbeat Tracking in Musical Audio.,False
Large-Scale Cover Song Identification Using Chord Profiles.,False
Automatically Identifying Vocal Expressions for Music Transcription.,False
Hooked: A Game For Discovering What Makes Music Catchy.,False
Hierarchical Classification of Carnatic Music Forms.,False
A Simple Fusion Method of State And Sequence Segmentation for Music Structure Discovery.,False
Evaluating The Quality of Generated Playlists Based on Hand-Crafted Samples.,False
Explicit Duration Hidden Markov Models for Multiple-Instrument Polyphonic Music Transcription.,False
A Comprehensive Online Database of Machine-Readable Lead-Sheets for Jazz Standards.,False
MeUse: Recommending Internet Radio Stations.,False
Improved Audio Classification Using a Novel Non-Linear Dimensionality Reduction Ensemble Approach.,False
A Study of Ensemble Synchronisation Under Restricted Line of Sight.,False
Groove Kernels as Rhythmic-Acoustic Motif Descriptors.,False
Instrument Identification Informed Multi-Track Mixing.,False
Tempo Detection of Urban Music Using Tatum Grid Non Negative Matrix Factorization.,False
A Study of Cultural Dependence of Perceived Mood in Greek Music.,False
Evaluation on Feature Importance for Favorite Song Detection.,False
QBT-Extended: An Annotated Dataset of Melodically Contoured Tapped Queries.,False
Audio Chord Recognition with Recurrent Neural Networks.,False
Virtualband: Interacting with Stylistically Consistent Agents.,False
Sparse Modeling for Artist Identification: Exploiting Phase Information and Vocal Separation.,False
Automatic Transcription of Turkish Makam Music.,False
Local Group Delay Based Vibrato and Tremolo Suppression for Onset Detection.,False
Beyond NMF: Time-Domain Audio Source Separation without Phase Reconstruction.,False
Beta Process Sparse Nonnegative Matrix Factorization for Music.,YES
Semi-Supervised Polyphonic Source Identification using PLCA Based Graph Clustering.,False
An Experiment about Estimating the Number of Instruments in Polyphonic Music: A Comparison Between Internet and Laboratory Results.,False
Social-EQ: Crowdsourcing an Equalization Descriptor Map.,False
Taste Over Time: The Temporal Dynamics of User Preferences.,False
Exploring the Relation Between Novelty Aspects and Preferences in Music Listening.,False
Spectral Correlates in Emotion Labeling of Sustained Musical Instrument Tones.,False
Design and Evaluation of Semantic Mood Models for Music Recommendation using Editorial Tags.,False
Low-Rank Representation of Both Singing Voice and Music Accompaniment Via Learned Dictionaries.,YES
Incremental Visualization of Growing Music Collections.,False
Evaluating OMR on the Early Music Online Collection.,False
Sparse Music Decomposition onto a MIDI Dictionary Driven by Statistical Music Knowledge.,False
Annotating Works for Music Education: Propositions for a Musical Forms and Structures Ontology and a Musical Performance Ontology.,False
Chord-Sequence-Factory: A Chord Arrangement System Modifying Factorized Chord Sequence Probabilities.,False
Music Cut and Paste: A Personalized Musical Medley Generating System.,False
A Meta-Analysis of the MIREX Structural Segmentation Task.,False
A Deterministic Annealing EM Algorithm for Automatic Music Transcription.,False
Modelling the Speed of Music using Features from Harmonic/Percussive Separated Audio.,False
Inter and Intra Item Segmentation of Continuous Audio Recordings of Carnatic Music for Archival.,False
Essentia: An Audio Analysis Library for Music Information Retrieval.,YES
Motif Spotting in an Alapana in Carnatic Music.,False
Empirical Analysis of Track Selection and Ordering in Electronic Dance Music using Audio Feature Extraction.,False
Improving the Reliability of Music Genre Classification using Rejection and Verification.,False
Robotaba Guitar Tablature Transcription Framework.,False
Comparing Onset Detection &amp; Perceptual Attack Time.,False
K-Pop Genres: A Cross-Cultural Exploration.,False
Coupling Social Network Services and Support for Online Communities in Codes Environment.,False
Basic Evaluation of Auditory Temporal Stability (Beats): A Novel Rationale and Implementation.,False
SIARCT-CFP: Improving Precision and the Discovery of Inexact Musical Patterns in Point-Set Representations.,False
A Machine Learning Approach to Voice Separation in Lute Tablature.,False
A Methodology for the Comparison of Melodic Generation Models Using Meta-Melo.,False
